Yazı görüntüsü,Yazı başlığı,Yayınlama tarihi,Yazı görüntülenmeleri,Tekil ziyaretçiler,Yorumlar,Beğeniler,wix_url,live_headline,live_published_date,wix_visible_author,wix_author_profile_url,resolution_status,match_method,notes,manual_search_query
"https://static.wixstatic.com/media/2031bc_5ee72786000c413fa022aa2a72c41336~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_5ee72786000c413fa022aa2a72c41336~mv2.jpg",Deadpool 3 - After Credits Var Mı?,24.07.2024,21,17,0,0,https://www.benizledim.com/post/deadpool-3-kaç-after-credits-var,Deadpool 3 - After Credits Var Mı?,2024-07-24T17:57:06.683Z,Alphan Karabat,https://www.benizledim.com/profile/alphankarabat/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Deadpool 3 - After Credits Var Mı?"""
"https://static.wixstatic.com/media/e0d01e_592046b54fae4d1888d9d11df55c900d~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/e0d01e_592046b54fae4d1888d9d11df55c900d~mv2.jpg",İstanbul’un Ritmi: Fatih Akın ile Müzikal Bir Yolculuk,09.07.2024,21,21,0,0,https://www.benizledim.com/post/i-stanbul-un-ritmi-fatih-akın-ile-müzikal-bir-yolculuk,İstanbul’un Ritmi: Fatih Akın ile Müzikal Bir Yolculuk,2024-07-09T18:19:09.726Z,İris Eryılmaz,https://www.benizledim.com/profile/iriseryilmaz/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""İstanbul’un Ritmi: Fatih Akın ile Müzikal Bir Yolculuk"""
"https://static.wixstatic.com/media/4c3f56_e6e7860074264cc49728d5bf8d338277~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/4c3f56_e6e7860074264cc49728d5bf8d338277~mv2.jpg",A Complete Unknown Lives Up to Its Name - Film Review,21.03.2025,20,17,0,0,,,,,,missing_live_match,,,"site:benizledim.com/post ""A Complete Unknown Lives Up to Its Name - Film Review"""
"https://static.wixstatic.com/media/e2372f_4226aebb646b4d409d83cedaef3e2743~mv2.jpeg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/e2372f_4226aebb646b4d409d83cedaef3e2743~mv2.jpeg",Pleasure,26.08.2022,20,19,0,0,https://www.benizledim.com/post/pleasure,Pleasure,2022-08-26T07:06:35.197Z,Gökçe Serim,https://www.benizledim.com/profile/serimgokce/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Pleasure"""
"https://static.wixstatic.com/media/e80e12_07bc3b3c353d4e59b8d1505cbb85aeb1~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/e80e12_07bc3b3c353d4e59b8d1505cbb85aeb1~mv2.jpg",The Shining: Here's Kubrick!,03.10.2022,20,16,0,0,https://www.benizledim.com/post/the-shining-here-s-kubrick,The Shining: Here's Kubrick!,2022-10-03T18:27:12.928Z,Ceren Dere,https://www.benizledim.com/profile/cerendere9/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""The Shining: Here's Kubrick!"""
"https://static.wixstatic.com/media/2031bc_b6c588610e394e2788187cfb7cf54dd8~mv2.webp/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_b6c588610e394e2788187cfb7cf54dd8~mv2.webp",Kim Bu Thrawn? Kim Bu Ezra Bridger?,20.09.2023,19,15,0,0,https://www.benizledim.com/post/kim-bu-thrawn,Kim Bu Thrawn? Kim Bu Ezra Bridger?,2023-09-20T19:15:11.809Z,Alphan Karabat,https://www.benizledim.com/profile/alphankarabat/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Kim Bu Thrawn? Kim Bu Ezra Bridger?"""
"https://static.wixstatic.com/media/34960a_1dba1d341aaa40cda31bb7b95269d452~mv2.jpeg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/34960a_1dba1d341aaa40cda31bb7b95269d452~mv2.jpeg",La Planète Sauvage: İnsan Irkına Bir de Bu Gezegenden Bakın,11.09.2022,19,17,0,0,https://www.benizledim.com/post/la-planète-sauvage-i̇nsan-irkına-bir-de-bu-gezegenden-bakın,La Planète Sauvage: İnsan Irkına Bir de Bu Gezegenden Bakın,2022-09-11T01:38:23.480Z,Hümeyra Fidan,https://www.benizledim.com/profile/humeyrafidan8/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""La Planète Sauvage: İnsan Irkına Bir de Bu Gezegenden Bakın"""
"https://static.wixstatic.com/media/f9f281_596c4043ca1c4b74a06cd380d0287959~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/f9f281_596c4043ca1c4b74a06cd380d0287959~mv2.jpg",Undine: Beni Terk Edersen Seni Öldürmem Gerekir,16.09.2022,17,14,0,0,https://www.benizledim.com/post/undine-analiz,"Undine: Beni Terk Edersen, Seni Öldürmem Gerekir",2022-09-16T11:11:42.749Z,kirazselin,https://www.benizledim.com/profile/kirazselin/profile,resolved,normalized_title,unique live title match,"site:benizledim.com/post ""Undine: Beni Terk Edersen Seni Öldürmem Gerekir"""
"https://static.wixstatic.com/media/996255_c09d3d2e761e444b89d7332cbc0c49c8~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/996255_c09d3d2e761e444b89d7332cbc0c49c8~mv2.jpg",Chungking Express ve : Aşkın Gölgesindeki Şehir ve Yurtsuzluk,03.10.2024,17,12,0,0,,,,,,missing_live_match,,,"site:benizledim.com/post ""Chungking Express ve : Aşkın Gölgesindeki Şehir ve Yurtsuzluk"""
"https://static.wixstatic.com/media/61dd5d_48e5a990e101447e9387f34b475ebc8d~mv2.png/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/61dd5d_48e5a990e101447e9387f34b475ebc8d~mv2.png",Japon Sinemasının Yüzyılı Aşan Yolculuğu (IMDB Listesi),30.04.2025,17,15,0,0,,,,,,missing_live_match,,,"site:benizledim.com/post ""Japon Sinemasının Yüzyılı Aşan Yolculuğu (IMDB Listesi)"""
"https://static.wixstatic.com/media/61dd5d_023ef975f55c4feb855b8dade1983b3b~mv2.png/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/61dd5d_023ef975f55c4feb855b8dade1983b3b~mv2.png",Korku Sinemasının En İyi 10 Filmi: Tüylerinizi Diken Diken Edecek En İyi Korku Filmleri,18.09.2024,17,12,0,0,https://www.benizledim.com/post/eniyikorkufilmleri,Korku Sinemasının En İyi 10 Filmi: Tüylerinizi Diken Diken Edecek En İyi Korku Filmleri,2024-09-18T07:58:46.486Z,Nedir,https://www.benizledim.com/profile/61a5a6b1-f155-4490-9f1b-26bf2b325514/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Korku Sinemasının En İyi 10 Filmi: Tüylerinizi Diken Diken Edecek En İyi Korku Filmleri"""
https://manage.wix.com/analytics-ng/assets/svg/placeholder.svg,Sarı Çocuk: Amerikan Çizgi Roman Tarihinde Bir Dönüm Noktası,07.06.2024,17,16,0,0,https://www.benizledim.com/post/sarı-çocuk-amerikan-çizgi-roman-tarihinde-bir-dönüm-noktası,Sarı Çocuk: Amerikan Çizgi Roman Tarihinde Bir Dönüm Noktası,2024-06-07T14:39:27.469Z,Alphan Karabat,https://www.benizledim.com/profile/alphankarabat/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Sarı Çocuk: Amerikan Çizgi Roman Tarihinde Bir Dönüm Noktası"""
"https://static.wixstatic.com/media/61dd5d_6151f8815490485a9534bbf1c3a4c879~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/61dd5d_6151f8815490485a9534bbf1c3a4c879~mv2.jpg",44. İstanbul Film Festivali: Sinemanın Işığında 12 Günlük Bir Yolculuk,21.03.2025,17,10,0,1,https://www.benizledim.com/post/44-i-stanbul-film-festivali-sinemanın-işığında-12-günlük-bir-yolculuk,44. İstanbul Film Festivali: Sinemanın Işığında 12 Günlük Bir Yolculuk,2025-03-21T13:32:52.179Z,Ben İzledim,https://www.benizledim.com/profile/benizledimblog/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""44. İstanbul Film Festivali: Sinemanın Işığında 12 Günlük Bir Yolculuk"""
"https://static.wixstatic.com/media/795bb3_8f1500d71e35474abcd64a1c1e561cac~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/795bb3_8f1500d71e35474abcd64a1c1e561cac~mv2.jpg",AŞIKLAR BAYRAMI: “Babalar Hep Yarım Kalır.”,14.09.2022,16,14,0,0,https://www.benizledim.com/post/asiklarbayrami,AŞIKLAR BAYRAMI: “Babalar Hep Yarım Kalır.”,2022-09-13T23:53:17.915Z,nevroz ürün,https://www.benizledim.com/profile/1903nev/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""AŞIKLAR BAYRAMI: “Babalar Hep Yarım Kalır.”"""
"https://static.wixstatic.com/media/e2372f_d91423a0fbd74c97aac0a5e251d63090~mv2.jpeg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/e2372f_d91423a0fbd74c97aac0a5e251d63090~mv2.jpeg",Nefesim Kesilene Kadar,28.01.2023,16,14,0,0,https://www.benizledim.com/post/nefesim-kesilene-kadar,Nefesim Kesilene Kadar,2023-01-28T10:20:06.322Z,Gökçe Serim,https://www.benizledim.com/profile/serimgokce/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Nefesim Kesilene Kadar"""
"https://static.wixstatic.com/media/34960a_4484a21e742e429491d2e3eaddbf2fee~mv2.webp/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/34960a_4484a21e742e429491d2e3eaddbf2fee~mv2.webp",The Room Next Door (Yandaki Oda): Almodóvar’ın Ölümlülük ve Dostluk Üzerine Zarif Keşfi,12.11.2024,16,12,0,1,https://www.benizledim.com/post/the-room-next-door-yandaki-oda-almodóvar-ın-ölümlülük-ve-dostluk-üzerine-zarif-keşfi,The Room Next Door (Yandaki Oda): Almodóvar’ın Ölümlülük ve Dostluk Üzerine Zarif Keşfi,2024-11-12T08:11:23.152Z,Hümeyra Fidan,https://www.benizledim.com/profile/humeyrafidan8/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""The Room Next Door (Yandaki Oda): Almodóvar’ın Ölümlülük ve Dostluk Üzerine Zarif Keşfi"""
"https://static.wixstatic.com/media/2031bc_b96e6291777945abbb39dac91da6f6fc~mv2.webp/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_b96e6291777945abbb39dac91da6f6fc~mv2.webp",Dune 2'de Neler Oldu?,03.03.2024,16,16,0,0,https://www.benizledim.com/post/dune-2-de-neler-oldu,Dune 2'de Neler Oldu?,2024-03-03T10:40:22.597Z,Alphan Karabat,https://www.benizledim.com/profile/alphankarabat/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Dune 2'de Neler Oldu?"""
"https://static.wixstatic.com/media/2031bc_e993e0e582a14387a25eaa4e09c47589~mv2.webp/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_e993e0e582a14387a25eaa4e09c47589~mv2.webp",Pixar Filmlerindeki A113 Nedir?,04.10.2023,16,14,0,0,https://www.benizledim.com/post/pixar-filmlerindeki-a113-nedir,Pixar Filmlerindeki A113 Nedir?,2023-10-04T13:28:33.532Z,Alphan Karabat,https://www.benizledim.com/profile/alphankarabat/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Pixar Filmlerindeki A113 Nedir?"""
"https://static.wixstatic.com/media/e2372f_eb3181c6c1df41a291aa11953d1d418b~mv2.jpeg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/e2372f_eb3181c6c1df41a291aa11953d1d418b~mv2.jpeg",Sib/Elma,23.08.2023,15,15,0,0,https://www.benizledim.com/post/sib-elma,Sib/Elma,2023-08-23T13:05:11.574Z,Gökçe Serim,https://www.benizledim.com/profile/serimgokce/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Sib/Elma"""
"https://static.wixstatic.com/media/2031bc_c3f00a91193e4165a80ef17b24a60c55~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_c3f00a91193e4165a80ef17b24a60c55~mv2.jpg",Horse Girl,15.10.2022,15,14,0,0,https://www.benizledim.com/post/horse-girl,Horse Girl,2022-10-15T06:00:13.208Z,Alphan Karabat,https://www.benizledim.com/profile/alphankarabat/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Horse Girl"""
"https://static.wixstatic.com/media/2031bc_02557cfe1d6a4e67a1144466b3e594c8~mv2.webp/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_02557cfe1d6a4e67a1144466b3e594c8~mv2.webp",Kaos Yürüyüşü - (Kaos Senaryosuyla),03.11.2022,15,13,0,0,https://www.benizledim.com/post/chaos-walking,Kaos Yürüyüşü - (Kaos Senaryosuyla),2022-11-03T08:28:35.720Z,Alphan Karabat,https://www.benizledim.com/profile/alphankarabat/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Kaos Yürüyüşü - (Kaos Senaryosuyla)"""
"https://static.wixstatic.com/media/2031bc_5579b6bce6844af2bb824229b123b7de~mv2.webp/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_5579b6bce6844af2bb824229b123b7de~mv2.webp",The Royal Tenenbaums - Sevgi Dolu Bir Aile Görün!,30.04.2023,14,12,0,0,https://www.benizledim.com/post/the-royal-tenenbaums,The Royal Tenenbaums - Sevgi Dolu Bir Aile Görün!,2023-04-30T07:00:18.371Z,Alphan Karabat,https://www.benizledim.com/profile/alphankarabat/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""The Royal Tenenbaums - Sevgi Dolu Bir Aile Görün!"""
"https://static.wixstatic.com/media/e2372f_e9de4d1c50f743d99450ff8e82e0d05c~mv2.jpeg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/e2372f_e9de4d1c50f743d99450ff8e82e0d05c~mv2.jpeg",Holy Spider/Kutsal Örümcek,24.05.2023,14,14,0,0,https://www.benizledim.com/post/holy-spider-kutsal-örümcek,Holy Spider/Kutsal Örümcek,2023-05-24T09:31:55.786Z,Gökçe Serim,https://www.benizledim.com/profile/serimgokce/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Holy Spider/Kutsal Örümcek"""
"https://static.wixstatic.com/media/e2372f_b3ab0ad8d31c44a7b293d5b1495a303c~mv2.jpeg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/e2372f_b3ab0ad8d31c44a7b293d5b1495a303c~mv2.jpeg",Kynodontas/Köpek Dişi,13.09.2022,14,13,0,0,https://www.benizledim.com/post/kynodontas-köpek-dişi,Kynodontas/Köpek Dişi,2022-09-13T20:48:01.000Z,Gökçe Serim,https://www.benizledim.com/profile/serimgokce/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Kynodontas/Köpek Dişi"""
"https://static.wixstatic.com/media/307081_c7f95f4d94cb45b28df769411aa2c801~mv2.webp/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/307081_c7f95f4d94cb45b28df769411aa2c801~mv2.webp",''Vakit Varken'' (Era Ora) anın tadını çıkarmaya çalışalım;),20.03.2023,14,13,0,0,https://www.benizledim.com/post/vakit-varken-era-ora-anın-tadını-çıkarmaya-çalışalım,''Vakit Varken'' (Era Ora) anın tadını çıkarmaya çalışalım;),2023-03-20T17:37:36.123Z,BIZSSN,https://www.benizledim.com/profile/bizssn/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""''Vakit Varken'' (Era Ora) anın tadını çıkarmaya çalışalım;)"""
https://manage.wix.com/analytics-ng/assets/svg/placeholder.svg,The Materialists: Modern Aşkın Yüzeyinde Kalan Bir Hikâye,18.06.2025,14,11,0,0,https://www.benizledim.com/post/the-materialists-modern-aşkın-yüzeyinde-kalan-bir-hikâye,The Materialists: Modern Aşkın Yüzeyinde Kalan Bir Hikâye,2025-06-18T19:54:59.095Z,İris Eryılmaz,https://www.benizledim.com/profile/iriseryilmaz/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""The Materialists: Modern Aşkın Yüzeyinde Kalan Bir Hikâye"""
"https://static.wixstatic.com/media/61dd5d_aea2220d663a4bd4acfe67b520003410~mv2.jpeg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/61dd5d_aea2220d663a4bd4acfe67b520003410~mv2.jpeg",The Crown (Dizi) 2016,11.10.2022,14,13,0,0,https://www.benizledim.com/post/the-crown-dizi-2016,The Crown (Dizi) 2016,2022-10-11T12:20:30.655Z,Gurur Sönmez,https://www.benizledim.com/profile/gurursonmez/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""The Crown (Dizi) 2016"""
"https://static.wixstatic.com/media/61dd5d_017b4259c4794308b3e73c5702fbae94~mv2.png/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/61dd5d_017b4259c4794308b3e73c5702fbae94~mv2.png",Latin Sinemasının İz Bırakan En İyi 10 Filmi: IMDb Puanlarına Göre Sıralı,24.01.2025,13,12,0,0,https://www.benizledim.com/post/latin-sinemasının-i-z-bırakan-en-i-yi-10-filmi-imdb-puanlarına-göre-sıralı,Latin Sinemasının İz Bırakan En İyi 10 Filmi: IMDb Puanlarına Göre Sıralı,2025-01-24T08:39:05.860Z,Nedir,https://www.benizledim.com/profile/61a5a6b1-f155-4490-9f1b-26bf2b325514/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Latin Sinemasının İz Bırakan En İyi 10 Filmi: IMDb Puanlarına Göre Sıralı"""
"https://static.wixstatic.com/media/2031bc_527f9aaf2c46420391b1b87fb5df8124~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_527f9aaf2c46420391b1b87fb5df8124~mv2.jpg",That'90s Show - 70'lere Dönüş!,20.01.2023,13,12,0,0,https://www.benizledim.com/post/that90sshow_s1,That'90s Show - 70'lere Dönüş!,2023-01-20T14:18:31.811Z,Alphan Karabat,https://www.benizledim.com/profile/alphankarabat/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""That'90s Show - 70'lere Dönüş!"""
"https://static.wixstatic.com/media/2031bc_889d4d2ecd714c8cb6b36fc01968c20e~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_889d4d2ecd714c8cb6b36fc01968c20e~mv2.jpg",Moonfall (2022),18.11.2022,13,13,0,0,https://www.benizledim.com/post/moonfall,Moonfall (2022),2022-11-18T18:13:50.280Z,Alphan Karabat,https://www.benizledim.com/profile/alphankarabat/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Moonfall (2022)"""
"https://static.wixstatic.com/media/4c3f56_f1a2401cb8784c85a58dfd067de25155~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/4c3f56_f1a2401cb8784c85a58dfd067de25155~mv2.jpg",The Crown Season 5: Yachts Interviews & Divorce,15.12.2022,13,13,0,0,,,,,,missing_live_match,,,"site:benizledim.com/post ""The Crown Season 5: Yachts Interviews & Divorce"""
"https://static.wixstatic.com/media/34960a_8f9b376a08dc40f8b276d2fb82ce9035~mv2.jpeg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/34960a_8f9b376a08dc40f8b276d2fb82ce9035~mv2.jpeg",Endless Poetry (Poesía sin fin) - Alejandro Jodorowsky,25.09.2024,13,12,0,0,https://www.benizledim.com/post/endless-poetry-poesía-sin-fin-alejandro-jodorowsky,Endless Poetry (Poesía sin fin) - Alejandro Jodorowsky,2024-09-25T17:43:18.435Z,Hümeyra Fidan,https://www.benizledim.com/profile/humeyrafidan8/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Endless Poetry (Poesía sin fin) - Alejandro Jodorowsky"""
"https://static.wixstatic.com/media/2031bc_ad0424a4d5e548b88de04880837d8882~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_ad0424a4d5e548b88de04880837d8882~mv2.jpg",Tech Öldü Mü? - Bad Batch 'e 3. Sezonla Veda Ediyor,01.05.2023,13,12,0,0,https://www.benizledim.com/post/tech-öldü-mü-bad-batch-e-3-sezonla-veda-ediyor,Tech Öldü Mü? - Bad Batch 'e 3. Sezonla Veda Ediyor,2023-05-01T20:29:42.191Z,Alphan Karabat,https://www.benizledim.com/profile/alphankarabat/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Tech Öldü Mü? - Bad Batch 'e 3. Sezonla Veda Ediyor"""
"https://static.wixstatic.com/media/61dd5d_efea9427c80b4611b6385a490b839e8d~mv2.png/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/61dd5d_efea9427c80b4611b6385a490b839e8d~mv2.png",Dünyanın En Yaşlı Yaşayan Film Yönetmenleri: Detaylı Bir İnceleme,15.04.2025,13,13,0,0,https://www.benizledim.com/post/dünyanın-en-yaşlı-yaşayan-film-yönetmenleri-detaylı-bir-i-nceleme,Dünyanın En Yaşlı Yaşayan Film Yönetmenleri: Detaylı Bir İnceleme,2025-04-15T11:20:33.950Z,Ben İzledim,https://www.benizledim.com/profile/benizledimblog/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Dünyanın En Yaşlı Yaşayan Film Yönetmenleri: Detaylı Bir İnceleme"""
"https://static.wixstatic.com/media/2031bc_8ba23a7a0cbf486ba61da240b135dcbe~mv2.webp/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_8ba23a7a0cbf486ba61da240b135dcbe~mv2.webp",Skrulllar Aramızda - Secret Invasion S1,27.07.2023,13,12,0,0,https://www.benizledim.com/post/skrullar_aramızda,Skrulllar Aramızda - Secret Invasion S1,2023-07-27T11:45:40.267Z,Alphan Karabat,https://www.benizledim.com/profile/alphankarabat/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Skrulllar Aramızda - Secret Invasion S1"""
"https://static.wixstatic.com/media/1fbcd1_1d7e1d9d95fb4f79bb875549e8189dd8~mv2.webp/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/1fbcd1_1d7e1d9d95fb4f79bb875549e8189dd8~mv2.webp",MÜKEMMEL BİR GÜNÜN KEŞFİ,08.05.2024,13,7,0,0,https://www.benizledim.com/post/mükemmel-bi-r-günün-keşfi,MÜKEMMEL BİR GÜNÜN KEŞFİ,2024-05-08T11:00:47.432Z,Seda Kaya,https://www.benizledim.com/profile/sedakaya89/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""MÜKEMMEL BİR GÜNÜN KEŞFİ"""
"https://static.wixstatic.com/media/e2372f_86102d3c6bc348cf8e7388ff1e4ea083~mv2.jpeg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/e2372f_86102d3c6bc348cf8e7388ff1e4ea083~mv2.jpeg",Plemya/The Tribe,26.08.2022,13,12,0,0,https://www.benizledim.com/post/plemya-the-tribe,Plemya/The Tribe,2022-08-26T14:21:50.764Z,Gökçe Serim,https://www.benizledim.com/profile/serimgokce/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Plemya/The Tribe"""
"https://static.wixstatic.com/media/e2372f_ebe7a3d145c54ed28366a3b1529d8403~mv2.jpeg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/e2372f_ebe7a3d145c54ed28366a3b1529d8403~mv2.jpeg",Oslo Üçlemesi: Dünyanın En Kötü İnsanı,17.09.2022,12,10,0,0,https://www.benizledim.com/post/oslo-üçlemesi-dünyanın-en-kötü-i-nsanı,Oslo Üçlemesi: Dünyanın En Kötü İnsanı,2022-09-17T13:06:51.434Z,Gökçe Serim,https://www.benizledim.com/profile/serimgokce/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Oslo Üçlemesi: Dünyanın En Kötü İnsanı"""
"https://static.wixstatic.com/media/6d029e_4665286b61bc42789eb433aedd58c97a~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/6d029e_4665286b61bc42789eb433aedd58c97a~mv2.jpg",Miles Morales ve Çoklu Evren Deliliği,08.06.2023,12,10,0,0,https://www.benizledim.com/post/miles-morales-ve-çoklu-evren-deliliği,Miles Morales ve Çoklu Evren Deliliği,2023-06-08T14:35:14.206Z,İris Eryılmaz,https://www.benizledim.com/profile/iriseryilmaz/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Miles Morales ve Çoklu Evren Deliliği"""
"https://static.wixstatic.com/media/61dd5d_28bd4d9df14d40969edfa9482cfbbeaa~mv2.png/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/61dd5d_28bd4d9df14d40969edfa9482cfbbeaa~mv2.png",Leap of Faith: Friedkin ve the Exorcist Üzerine Notlar.,29.08.2022,12,9,0,0,https://www.benizledim.com/post/leap-of-faith-friedkin-ve-the-exorcist-üzerine-notlar,Leap of Faith: Friedkin ve the Exorcist Üzerine Notlar.,2022-08-29T14:38:27.811Z,Gurur Sönmez,https://www.benizledim.com/profile/gurursonmez/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Leap of Faith: Friedkin ve the Exorcist Üzerine Notlar."""
"https://static.wixstatic.com/media/61dd5d_28bd4d9df14d40969edfa9482cfbbeaa~mv2.png/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/61dd5d_28bd4d9df14d40969edfa9482cfbbeaa~mv2.png",Leap of Faith: Notes on Friedkin and the Exorcist.,16.11.2022,11,11,0,0,,,,,,missing_live_match,,,"site:benizledim.com/post ""Leap of Faith: Notes on Friedkin and the Exorcist."""
"https://static.wixstatic.com/media/62987b_9aa749d656fb4989aa0fa1bc057348a8~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/62987b_9aa749d656fb4989aa0fa1bc057348a8~mv2.jpg",Tetris,06.04.2023,11,10,0,0,https://www.benizledim.com/post/tetris,Tetris,2023-04-05T21:00:00.000Z,Lütfican Umut,https://www.benizledim.com/profile/lutficanumut/profile,resolved,exact_title,unique live title match,"site:benizledim.com/post ""Tetris"""
"https://static.wixstatic.com/media/2031bc_92771cb7fecd41aeaa424721f60030b6~mv2.png/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/2031bc_92771cb7fecd41aeaa424721f60030b6~mv2.png",Is Invincible Season 4 Coming?,14.03.2025,11,11,0,0,,,,,,missing_live_match,,,"site:benizledim.com/post ""Is Invincible Season 4 Coming?"""
"https://static.wixstatic.com/media/4c3f56_a371cd6449c341059ec48a4f2be57999~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/4c3f56_a371cd6449c341059ec48a4f2be57999~mv2.jpg",Fantastic Four: First Steps – Is Marvel Back?,01.08.2025,10,9,0,0,,,,,,missing_live_match,,,"site:benizledim.com/post ""Fantastic Four: First Steps – Is Marvel Back?"""
"https://static.wixstatic.com/media/4c3f56_f1a2401cb8784c85a58dfd067de25155~mv2.jpg/v1/fill/w_50,h_50,al_c,q_80,usm_0.66_1.00_0.01/4c3f56_f1a2401cb8784c85a58dfd067de25155~mv2.jpg",The Crown 5. Sezon: Yatlar Röportajlar & Boşanma,15.12.2022,10,9,0,0,,,,,,missing_live_match,,,"site:benizledim.com/post ""The Crown 5. Sezon: Yatlar Röportajlar & Boşanma"""
